iso3,ym,value,coverage,n_cells,dataset_type
FSM,2019-05,-0.8211,nearest_cell,0,consolidated_dataset
GAB,2019-05,0.0314,cells,333,consolidated_dataset
GBR,2019-05,0.0913,cells,525,consolidated_dataset
GEO,2019-05,-0.4698,cells,123,consolidated_dataset
GGY,2019-05,-0.6425,nearest_cell,0,consolidated_dataset
GHA,2019-05,0.0834,cells,309,consolidated_dataset
GIN,2019-05,-0.5254,cells,321,consolidated_dataset
GMB,2019-05,-1.1016,cells,17,consolidated_dataset
GNB,2019-05,-1.8332,cells,46,consolidated_dataset
GNQ,2019-05,0.2425,cells,31,consolidated_dataset
GRC,2019-05,-0.2206,cells,218,consolidated_dataset
GRD,2019-05,-0.8395,nearest_cell,0,consolidated_dataset
GRL,2019-05,-0.3081,cells,10625,consolidated_dataset
GTM,2019-05,-0.38,cells,151,consolidated_dataset
GUM,2019-05,-0.8295,nearest_cell,0,consolidated_dataset
GUY,2019-05,-0.5372,cells,273,consolidated_dataset
HKG,2019-05,0.98,cells,2,consolidated_dataset
HMD,2019-05,1.1903,nearest_cell,0,consolidated_dataset
HND,2019-05,0.5678,cells,152,consolidated_dataset
HRV,2019-05,1.3306,cells,101,consolidated_dataset
HTI,2019-05,0.352,cells,38,consolidated_dataset
HUN,2019-05,0.8354,cells,180,consolidated_dataset
IDN,2019-05,-0.3157,cells,2403,consolidated_dataset
IMN,2019-05,0.8863,cells,1,consolidated_dataset
IND,2019-05,-0.3664,cells,4438,consolidated_dataset
IOT,2019-05,-1.2607,nearest_cell,0,consolidated_dataset
IRL,2019-05,0.7842,cells,152,consolidated_dataset
IRN,2019-05,1.3307,cells,2489,consolidated_dataset
IRQ,2019-05,1.4094,cells,670,consolidated_dataset
ISL,2019-05,-0.7206,cells,307,consolidated_dataset
ISR,2019-05,0.847,cells,34,consolidated_dataset
ITA,2019-05,0.7845,cells,524,consolidated_dataset
JAM,2019-05,0.2952,cells,14,consolidated_dataset
JEY,2019-05,-0.4531,nearest_cell,0,consolidated_dataset
JOR,2019-05,0.7884,cells,130,consolidated_dataset
JPN,2019-05,-0.8766,cells,606,consolidated_dataset
KAZ,2019-05,-0.2244,cells,5224,consolidated_dataset
KEN,2019-05,-0.9819,cells,759,consolidated_dataset
KGZ,2019-05,-0.5906,cells,343,consolidated_dataset
KHM,2019-05,-0.4391,cells,242,consolidated_dataset
KIR,2019-05,0.1961,nearest_cell,0,consolidated_dataset
KNA,2019-05,-0.7817,nearest_cell,0,consolidated_dataset
KOR,2019-05,-1.0271,cells,155,consolidated_dataset
KWT,2019-05,0.6908,cells,24,consolidated_dataset
LAO,2019-05,-1.327,cells,307,consolidated_dataset
LBN,2019-05,0.3976,cells,13,consolidated_dataset
LBR,2019-05,0.2578,cells,121,consolidated_dataset
LBY,2019-05,0.3927,cells,2349,consolidated_dataset
LCA,2019-05,-0.3067,cells,2,consolidated_dataset
LIE,2019-05,0.8182,nearest_cell,0,consolidated_dataset
LKA,2019-05,-1.9242,cells,87,consolidated_dataset
LSO,2019-05,0.1603,cells,45,consolidated_dataset
LTU,2019-05,-1.4515,cells,150,consolidated_dataset
LUX,2019-05,0.6494,cells,5,consolidated_dataset
LVA,2019-05,-1.1534,cells,144,consolidated_dataset
MAC,2019-05,1.2092,nearest_cell,0,consolidated_dataset
MAF,2019-05,-0.7817,nearest_cell,0,consolidated_dataset
MAR,2019-05,-0.3126,cells,869,consolidated_dataset
MCO,2019-05,0.4687,nearest_cell,0,consolidated_dataset
MDA,2019-05,-0.2905,cells,62,consolidated_dataset
MDG,2019-05,0.4314,cells,816,consolidated_dataset
MDV,2019-05,-1.7145,nearest_cell,0,consolidated_dataset
MEX,2019-05,-0.4406,cells,2789,consolidated_dataset
MHL,2019-05,0.3333,nearest_cell,0,consolidated_dataset
MKD,2019-05,-1.1876,cells,44,consolidated_dataset
MLI,2019-05,0.1739,cells,1695,consolidated_dataset
MLT,2019-05,0.5751,nearest_cell,0,consolidated_dataset
MMR,2019-05,-1.5075,cells,899,consolidated_dataset
MNE,2019-05,0.6855,cells,27,consolidated_dataset
MNG,2019-05,-0.5348,cells,2946,consolidated_dataset
MNP,2019-05,-1.0856,nearest_cell,0,consolidated_dataset
MOZ,2019-05,0.8252,cells,1073,consolidated_dataset
MRT,2019-05,1.9487,cells,1442,consolidated_dataset
MSR,2019-05,-0.855,nearest_cell,0,consolidated_dataset
MUS,2019-05,-0.4687,cells,3,consolidated_dataset
MWI,2019-05,0.9201,cells,161,consolidated_dataset
MYS,2019-05,-1.1681,cells,422,consolidated_dataset
NAM,2019-05,-1.7651,cells,1145,consolidated_dataset
NCL,2019-05,-0.6329,cells,27,consolidated_dataset
NER,2019-05,-0.3041,cells,1614,consolidated_dataset
NFK,2019-05,0.0384,nearest_cell,0,consolidated_dataset
NGA,2019-05,0.2606,cells,1202,consolidated_dataset
NIC,2019-05,1.5623,cells,164,consolidated_dataset
NIU,2019-05,-1.0765,nearest_cell,0,consolidated_dataset
NLD,2019-05,-0.3704,cells,75,consolidated_dataset
NOR,2019-05,0.4189,cells,1367,consolidated_dataset
NPL,2019-05,-0.339,cells,218,consolidated_dataset
NRU,2019-05,0.3333,nearest_cell,0,consolidated_dataset
NZL,2019-05,0.028,cells,468,consolidated_dataset
OMN,2019-05,-0.0366,cells,437,consolidated_dataset
PAK,2019-05,0.9812,cells,1306,consolidated_dataset
PAN,2019-05,-0.3505,cells,98,consolidated_dataset
PCN,2019-05,-1.529,nearest_cell,0,consolidated_dataset
PER,2019-05,0.0043,cells,1694,consolidated_dataset
PHL,2019-05,-0.4807,cells,387,consolidated_dataset
PLW,2019-05,0.2157,nearest_cell,0,consolidated_dataset
PNG,2019-05,1.2289,cells,616,consolidated_dataset
POL,2019-05,-0.0359,cells,655,consolidated_dataset
PRI,2019-05,-0.5996,cells,12,consolidated_dataset
PRK,2019-05,-1.6445,cells,201,consolidated_dataset
PRT,2019-05,-0.9217,cells,155,consolidated_dataset
PRY,2019-05,1.4816,cells,564,consolidated_dataset
PSE,2019-05,1.053,cells,12,consolidated_dataset
PYF,2019-05,-0.0948,cells,3,consolidated_dataset
QAT,2019-05,0.9883,cells,14,consolidated_dataset
RKS,2019-05,-0.6999,cells,19,consolidated_dataset
ROU,2019-05,0.1983,cells,434,consolidated_dataset
RUS,2019-05,-0.0727,cells,46629,consolidated_dataset
RWA,2019-05,-0.4183,cells,35,consolidated_dataset
SAU,2019-05,0.2849,cells,2736,consolidated_dataset
SDN,2019-05,-0.6062,cells,2496,consolidated_dataset
SEN,2019-05,-0.6018,cells,267,consolidated_dataset
SGP,2019-05,-0.4196,nearest_cell,0,consolidated_dataset
SGS,2019-05,0.8531,cells,8,consolidated_dataset
SHN,2019-05,1.0248,nearest_cell,0,consolidated_dataset
SLB,2019-05,-0.6117,cells,34,consolidated_dataset
SLE,2019-05,-0.0658,cells,89,consolidated_dataset
SLV,2019-05,1.0566,cells,28,consolidated_dataset
SMR,2019-05,1.4626,nearest_cell,0,consolidated_dataset
SOM,2019-05,-0.3149,cells,845,consolidated_dataset
SPM,2019-05,0.1156,nearest_cell,0,consolidated_dataset
SRB,2019-05,-0.0209,cells,137,consolidated_dataset
SSD,2019-05,-1.9274,cells,821,consolidated_dataset
STP,2019-05,0.4664,cells,1,consolidated_dataset
SUR,2019-05,-0.0904,cells,187,consolidated_dataset
SVK,2019-05,0.7651,cells,90,consolidated_dataset
SVN,2019-05,1.5572,cells,38,consolidated_dataset
SWE,2019-05,0.8237,cells,1257,consolidated_dataset
SWZ,2019-05,0.1043,cells,25,consolidated_dataset
SXM,2019-05,-0.7817,nearest_cell,0,consolidated_dataset
SYC,2019-05,-0.2193,nearest_cell,0,consolidated_dataset
SYR,2019-05,1.1814,cells,297,consolidated_dataset
TCA,2019-05,-0.4569,nearest_cell,0,consolidated_dataset
TCD,2019-05,-0.4155,cells,1693,consolidated_dataset
TGO,2019-05,-0.1424,cells,73,consolidated_dataset
THA,2019-05,-0.9323,cells,691,consolidated_dataset
TJK,2019-05,-0.7099,cells,235,consolidated_dataset
TKM,2019-05,1.0141,cells,785,consolidated_dataset
TLS,2019-05,0.849,cells,20,consolidated_dataset
TON,2019-05,1.6147,nearest_cell,0,consolidated_dataset
TTO,2019-05,-1.412,cells,6,consolidated_dataset
TUN,2019-05,0.5612,cells,243,consolidated_dataset
TUR,2019-05,-0.5338,cells,1288,consolidated_dataset
TUV,2019-05,0.7769,nearest_cell,0,consolidated_dataset
TWN,2019-05,0.8575,cells,51,consolidated_dataset
TZA,2019-05,-0.1175,cells,1192,consolidated_dataset
UGA,2019-05,-1.2611,cells,291,consolidated_dataset
UKR,2019-05,0.0333,cells,1065,consolidated_dataset
URY,2019-05,-0.2405,cells,274,consolidated_dataset
USA,2019-05,0.7547,cells,17559,consolidated_dataset
UZB,2019-05,0.2818,cells,768,consolidated_dataset
VAT,2019-05,0.8285,nearest_cell,0,consolidated_dataset
VCT,2019-05,-0.4019,nearest_cell,0,consolidated_dataset
VEN,2019-05,-0.8766,cells,1188,consolidated_dataset
VGB,2019-05,-1.2303,nearest_cell,0,consolidated_dataset
VIR,2019-05,-0.72,nearest_cell,0,consolidated_dataset
VNM,2019-05,-0.2244,cells,447,consolidated_dataset
VUT,2019-05,-0.1333,cells,16,consolidated_dataset
WLF,2019-05,1.1679,nearest_cell,0,consolidated_dataset
WSM,2019-05,-0.4594,cells,5,consolidated_dataset
YEM,2019-05,-0.1944,cells,611,consolidated_dataset
ZAF,2019-05,-0.4915,cells,1810,consolidated_dataset
ZMB,2019-05,-0.425,cells,973,consolidated_dataset
ZWE,2019-05,-0.5045,cells,520,consolidated_dataset
ABW,2019-06,-1.375,cells,1,consolidated_dataset
AFG,2019-06,0.7961,cells,1003,consolidated_dataset
AGO,2019-06,-0.27,cells,1639,consolidated_dataset
AIA,2019-06,-0.6289,nearest_cell,0,consolidated_dataset
ALA,2019-06,-1.4878,cells,2,consolidated_dataset
ALB,2019-06,1.2919,cells,50,consolidated_dataset
AND,2019-06,-0.6909,cells,1,consolidated_dataset
ARE,2019-06,0.8427,cells,98,consolidated_dataset
ARG,2019-06,-0.0146,cells,4441,consolidated_dataset
ARM,2019-06,-1.0532,cells,46,consolidated_dataset
ASM,2019-06,-0.395,nearest_cell,0,consolidated_dataset
ATA,2019-06,-0.148,cells,96002,consolidated_dataset
ATF,2019-06,0.9249,cells,14,consolidated_dataset
ATG,2019-06,-0.3682,cells,1,consolidated_dataset
AUS,2019-06,-0.6452,cells,11145,consolidated_dataset
AUT,2019-06,-0.0465,cells,163,consolidated_dataset
AZE,2019-06,-1.0346,cells,150,consolidated_dataset
BDI,2019-06,0.4212,cells,35,consolidated_dataset
BEL,2019-06,-0.7695,cells,62,consolidated_dataset
BEN,2019-06,0.0123,cells,152,consolidated_dataset
BFA,2019-06,-0.4209,cells,363,consolidated_dataset
BGD,2019-06,-0.8233,cells,194,consolidated_dataset
BGR,2019-06,0.5825,cells,201,consolidated_dataset
BHR,2019-06,3.3198,cells,1,consolidated_dataset
BHS,2019-06,-0.1708,cells,11,consolidated_dataset
BIH,2019-06,1.3484,cells,90,consolidated_dataset
BLM,2019-06,-0.6289,nearest_cell,0,consolidated_dataset
BLR,2019-06,-1.5051,cells,448,consolidated_dataset
BLZ,2019-06,-1.38,cells,28,consolidated_dataset
BMU,2019-06,-0.0402,nearest_cell,0,consolidated_dataset
BOL,2019-06,0.1706,cells,1474,consolidated_dataset
BRA,2019-06,-0.0168,cells,11271,consolidated_dataset
BRB,2019-06,-0.6834,nearest_cell,0,consolidated_dataset
BRN,2019-06,0.2181,cells,8,consolidated_dataset
BTN,2019-06,-0.3234,cells,58,consolidated_dataset
BWA,2019-06,-0.6713,cells,820,consolidated_dataset
CAF,2019-06,-0.5941,cells,806,consolidated_dataset
CAN,2019-06,0.0274,cells,26827,consolidated_dataset
CHE,2019-06,-0.0118,cells,80,consolidated_dataset
CHL,2019-06,-0.3113,cells,1239,consolidated_dataset
CHN,2019-06,-0.0444,cells,15192,consolidated_dataset
CIV,2019-06,0.3024,cells,421,consolidated_dataset
CMR,2019-06,0.1739,cells,604,consolidated_dataset
COD,2019-06,-0.2549,cells,3020,consolidated_dataset
COG,2019-06,-0.9707,cells,446,consolidated_dataset
COK,2019-06,0.6422,nearest_cell,0,consolidated_dataset
COL,2019-06,-0.0721,cells,1486,consolidated_dataset
COM,2019-06,1.5251,cells,3,consolidated_dataset
CPV,2019-06,-0.1152,cells,3,consolidated_dataset
CRI,2019-06,0.3113,cells,69,consolidated_dataset
CUB,2019-06,-0.6726,cells,158,consolidated_dataset
CUW,2019-06,-1.7055,nearest_cell,0,consolidated_dataset
CYM,2019-06,-0.5401,nearest_cell,0,consolidated_dataset
CYP,2019-06,0.9135,cells,16,consolidated_dataset
CZE,2019-06,-0.7836,cells,158,consolidated_dataset
DEU,2019-06,-1.0121,cells,722,consolidated_dataset
DJI,2019-06,0.8322,cells,28,consolidated_dataset
DMA,2019-06,0.2733,nearest_cell,0,consolidated_dataset
DNK,2019-06,-0.684,cells,103,consolidated_dataset
DOM,2019-06,-0.657,cells,69,consolidated_dataset
DZA,2019-06,0.5285,cells,3420,consolidated_dataset
ECU,2019-06,0.7111,cells,334,consolidated_dataset
EGY,2019-06,0.7669,cells,1486,consolidated_dataset
ERI,2019-06,1.0936,cells,170,consolidated_dataset
ESH,2019-06,-0.2981,cells,129,consolidated_dataset
ESP,2019-06,-0.4417,cells,858,consolidated_dataset
EST,2019-06,-1.3698,cells,114,consolidated_dataset
ETH,2019-06,0.305,cells,1475,consolidated_dataset
FIN,2019-06,-0.0926,cells,977,consolidated_dataset
FJI,2019-06,0.6526,cells,22,consolidated_dataset
FLK,2019-06,1.2868,cells,24,consolidated_dataset
FRA,2019-06,-0.2928,cells,1151,consolidated_dataset
FRO,2019-06,-1.5375,cells,5,consolidated_dataset
FSM,2019-06,-1.1297,nearest_cell,0,consolidated_dataset
GAB,2019-06,-0.0933,cells,333,consolidated_dataset
GBR,2019-06,0.2846,cells,526,consolidated_dataset
GEO,2019-06,-0.8414,cells,123,consolidated_dataset
GGY,2019-06,0.019,nearest_cell,0,consolidated_dataset
GHA,2019-06,-0.0229,cells,310,consolidated_dataset
GIN,2019-06,-1.2831,cells,322,consolidated_dataset
GMB,2019-06,-2.1108,cells,18,consolidated_dataset
GNB,2019-06,-1.9781,cells,46,consolidated_dataset
GNQ,2019-06,-0.3133,cells,31,consolidated_dataset
GRC,2019-06,0.5909,cells,219,consolidated_dataset
GRD,2019-06,-1.175,nearest_cell,0,consolidated_dataset
GRL,2019-06,-0.0593,cells,10624,consolidated_dataset
GTM,2019-06,-0.8363,cells,151,consolidated_dataset
GUM,2019-06,-1.1606,nearest_cell,0,consolidated_dataset
GUY,2019-06,0.3241,cells,271,consolidated_dataset
HKG,2019-06,-0.032,cells,2,consolidated_dataset
HMD,2019-06,1.3213,nearest_cell,0,consolidated_dataset
HND,2019-06,0.1219,cells,152,consolidated_dataset
HRV,2019-06,1.3412,cells,99,consolidated_dataset
HTI,2019-06,-0.074,cells,37,consolidated_dataset
HUN,2019-06,1.0173,cells,180,consolidated_dataset
IDN,2019-06,0.187,cells,2397,consolidated_dataset
IMN,2019-06,-0.0283,cells,1,consolidated_dataset
IND,2019-06,-0.7212,cells,4437,consolidated_dataset
IOT,2019-06,-0.9815,nearest_cell,0,consolidated_dataset
IRL,2019-06,0.1198,cells,153,consolidated_dataset
IRN,2019-06,1.0008,cells,2491,consolidated_dataset
IRQ,2019-06,0.8585,cells,670,consolidated_dataset
ISL,2019-06,-1.2433,cells,307,consolidated_dataset
ISR,2019-06,-0.3921,cells,34,consolidated_dataset
ITA,2019-06,0.8696,cells,525,consolidated_dataset
JAM,2019-06,-0.5571,cells,14,consolidated_dataset
JEY,2019-06,-0.0459,nearest_cell,0,consolidated_dataset
JOR,2019-06,-0.2397,cells,130,consolidated_dataset
JPN,2019-06,-0.5594,cells,605,consolidated_dataset
KAZ,2019-06,-0.0682,cells,5235,consolidated_dataset
KEN,2019-06,-0.1501,cells,759,consolidated_dataset
KGZ,2019-06,0.0557,cells,343,consolidated_dataset
KHM,2019-06,-0.862,cells,241,consolidated_dataset
KIR,2019-06,-0.1286,nearest_cell,0,consolidated_dataset
KNA,2019-06,-0.6289,nearest_cell,0,consolidated_dataset
KOR,2019-06,-0.6187,cells,155,consolidated_dataset
KWT,2019-06,0.5434,cells,24,consolidated_dataset
LAO,2019-06,-1.7602,cells,307,consolidated_dataset
LBN,2019-06,0.4961,cells,15,consolidated_dataset
LBR,2019-06,0.7772,cells,121,consolidated_dataset
LBY,2019-06,0.7773,cells,2352,consolidated_dataset
LCA,2019-06,-0.3818,cells,2,consolidated_dataset
LIE,2019-06,-0.4547,nearest_cell,0,consolidated_dataset
LKA,2019-06,-1.9223,cells,87,consolidated_dataset
LSO,2019-06,0.4047,cells,45,consolidated_dataset
LTU,2019-06,-2.0342,cells,150,consolidated_dataset
LUX,2019-06,-0.2034,cells,5,consolidated_dataset
LVA,2019-06,-1.8431,cells,149,consolidated_dataset
MAC,2019-06,0.0638,nearest_cell,0,consolidated_dataset
MAF,2019-06,-0.6289,nearest_cell,0,consolidated_dataset
MAR,2019-06,-0.3414,cells,871,consolidated_dataset
MCO,2019-06,0.6688,nearest_cell,0,consolidated_dataset
MDA,2019-06,0.1095,cells,63,consolidated_dataset
MDG,2019-06,0.7499,cells,816,consolidated_dataset
MDV,2019-06,-2.0281,nearest_cell,0,consolidated_dataset
MEX,2019-06,-0.6748,cells,2786,consolidated_dataset
MHL,2019-06,1.5048,nearest_cell,0,consolidated_dataset
MKD,2019-06,0.6203,cells,44,consolidated_dataset
MLI,2019-06,-0.3857,cells,1695,consolidated_dataset
MLT,2019-06,0.4288,nearest_cell,0,consolidated_dataset
MMR,2019-06,-1.4784,cells,904,consolidated_dataset
MNE,2019-06,1.3934,cells,27,consolidated_dataset
MNG,2019-06,-0.2906,cells,2938,consolidated_dataset
MNP,2019-06,-1.1423,nearest_cell,0,consolidated_dataset
MOZ,2019-06,0.6286,cells,1080,consolidated_dataset
MRT,2019-06,0.712,cells,1443,consolidated_dataset
MSR,2019-06,-0.5484,nearest_cell,0,consolidated_dataset
MUS,2019-06,0.7875,cells,3,consolidated_dataset
MWI,2019-06,0.3725,cells,161,consolidated_dataset
MYS,2019-06,-0.057,cells,420,consolidated_dataset
NAM,2019-06,-1.4644,cells,1145,consolidated_dataset
NCL,2019-06,0.1112,cells,27,consolidated_dataset
NER,2019-06,0.3455,cells,1614,consolidated_dataset
NFK,2019-06,0.7821,nearest_cell,0,consolidated_dataset
NGA,2019-06,0.3826,cells,1198,consolidated_dataset
NIC,2019-06,1.1455,cells,164,consolidated_dataset
NIU,2019-06,-0.395,nearest_cell,0,consolidated_dataset
NLD,2019-06,-1.2707,cells,75,consolidated_dataset
NOR,2019-06,0.3913,cells,1368,consolidated_dataset
NPL,2019-06,-1.0431,cells,220,consolidated_dataset
NRU,2019-06,1.5048,nearest_cell,0,consolidated_dataset
NZL,2019-06,-0.5213,cells,469,consolidated_dataset
OMN,2019-06,0.338,cells,437,consolidated_dataset
PAK,2019-06,0.5824,cells,1304,consolidated_dataset
PAN,2019-06,-0.5477,cells,98,consolidated_dataset
PCN,2019-06,-1.095,nearest_cell,0,consolidated_dataset
PER,2019-06,-0.1396,cells,1706,consolidated_dataset
PHL,2019-06,-0.2721,cells,387,consolidated_dataset
PLW,2019-06,0.4038,nearest_cell,0,consolidated_dataset
PNG,2019-06,1.0158,cells,616,consolidated_dataset
POL,2019-06,-1.1092,cells,657,consolidated_dataset
PRI,2019-06,-0.6982,cells,12,consolidated_dataset
PRK,2019-06,-1.6047,cells,202,consolidated_dataset
PRT,2019-06,-0.2072,cells,154,consolidated_dataset
PRY,2019-06,0.6712,cells,564,consolidated_dataset
PSE,2019-06,0.165,cells,12,consolidated_dataset
PYF,2019-06,0.2552,cells,3,consolidated_dataset
QAT,2019-06,1.5556,cells,14,consolidated_dataset
RKS,2019-06,1.0923,cells,19,consolidated_dataset
ROU,2019-06,0.4753,cells,433,consolidated_dataset
RUS,2019-06,-0.3191,cells,46556,consolidated_dataset
RWA,2019-06,0.5005,cells,35,consolidated_dataset
SAU,2019-06,0.5901,cells,2737,consolidated_dataset
SDN,2019-06,0.3741,cells,2498,consolidated_dataset
SEN,2019-06,-1.7703,cells,267,consolidated_dataset
SGP,2019-06,1.4985,nearest_cell,0,consolidated_dataset
SGS,2019-06,0.4322,cells,8,consolidated_dataset
SHN,2019-06,1.151,nearest_cell,0,consolidated_dataset
SLB,2019-06,0.2861,cells,34,consolidated_dataset
SLE,2019-06,0.3018,cells,89,consolidated_dataset
SLV,2019-06,0.1668,cells,28,consolidated_dataset
SMR,2019-06,1.4142,nearest_cell,0,consolidated_dataset
SOM,2019-06,0.0029,cells,848,consolidated_dataset
SPM,2019-06,0.5384,nearest_cell,0,consolidated_dataset
SRB,2019-06,0.7656,cells,137,consolidated_dataset
SSD,2019-06,-0.3531,cells,821,consolidated_dataset
STP,2019-06,0.171,cells,1,consolidated_dataset
SUR,2019-06,0.6971,cells,187,consolidated_dataset
SVK,2019-06,0.2719,cells,90,consolidated_dataset
SVN,2019-06,1.2795,cells,39,consolidated_dataset
SWE,2019-06,-0.0023,cells,1241,consolidated_dataset
SWZ,2019-06,-0.1073,cells,25,consolidated_dataset
SXM,2019-06,-0.6289,nearest_cell,0,consolidated_dataset
SYC,2019-06,0.6683,nearest_cell,0,consolidated_dataset
SYR,2019-06,0.8046,cells,297,consolidated_dataset
TCA,2019-06,-0.8822,nearest_cell,0,consolidated_dataset
TCD,2019-06,0.3357,cells,1693,consolidated_dataset
TGO,2019-06,-0.5902,cells,74,consolidated_dataset
THA,2019-06,-0.9433,cells,692,consolidated_dataset
TJK,2019-06,0.1684,cells,238,consolidated_dataset
TKM,2019-06,0.5735,cells,787,consolidated_dataset
TLS,2019-06,0.038,cells,20,consolidated_dataset
TON,2019-06,0.9093,nearest_cell,0,consolidated_dataset
TTO,2019-06,-1.1912,cells,6,consolidated_dataset
TUN,2019-06,0.3362,cells,243,consolidated_dataset
TUR,2019-06,-0.0829,cells,1295,consolidated_dataset
TUV,2019-06,0.4215,nearest_cell,0,consolidated_dataset
TWN,2019-06,0.1027,cells,52,consolidated_dataset
TZA,2019-06,0.864,cells,1192,consolidated_dataset
UGA,2019-06,0.6108,cells,291,consolidated_dataset
UKR,2019-06,-0.4045,cells,1090,consolidated_dataset
URY,2019-06,0.5007,cells,274,consolidated_dataset
USA,2019-06,0.576,cells,17502,consolidated_dataset
UZB,2019-06,0.1512,cells,770,consolidated_dataset
VAT,2019-06,1.1409,nearest_cell,0,consolidated_dataset
VCT,2019-06,-0.5151,nearest_cell,0,consolidated_dataset
VEN,2019-06,-0.4441,cells,1189,consolidated_dataset
VGB,2019-06,-1.3011,nearest_cell,0,consolidated_dataset
VIR,2019-06,-0.7793,nearest_cell,0,consolidated_dataset
VNM,2019-06,-0.7307,cells,446,consolidated_dataset
VUT,2019-06,0.135,cells,16,consolidated_dataset
WLF,2019-06,0.7778,nearest_cell,0,consolidated_dataset
WSM,2019-06,0.3112,cells,5,consolidated_dataset
YEM,2019-06,0.5249,cells,611,consolidated_dataset
ZAF,2019-06,-0.3809,cells,1810,consolidated_dataset
ZMB,2019-06,0.7215,cells,1004,consolidated_dataset
ZWE,2019-06,-0.0938,cells,530,consolidated_dataset
ABW,2019-07,-1.7097,cells,1,consolidated_dataset
AFG,2019-07,-0.0301,cells,1002,consolidated_dataset
